year_month,casos_mensais,mortes_mensais
2020-02,2.0,0.0
2020-03,5715.0,201.0
2020-04,79663.0,5700.0
2020-05,428820.0,23413.0
2020-06,887841.0,30280.0
2020-07,1260444.0,32881.0
2020-08,1245787.0,28906.0
2020-09,902663.0,22571.0
2020-10,724670.0,15932.0
2020-11,800273.0,13236.0
2020-12,1340095.0,21829.0
2021-01,1528758.0,29555.0
2021-02,1346528.0,30438.0
2021-03,2197488.0,66573.0
2021-04,1910264.0,82266.0
2021-05,1424247.0,45287.0
