code,name,state,total_casos,total_mortes,primeirocaso,ultimoregistro,taxa_mortalidade_cidade,population,mortes_por_100k,casos_por_100k
310880.0,Braúnas,MG,19259.0,977,2020-03-27,2021-05-23,5.07,,,
310890.0,Brazópolis,MG,112629.0,2796,2020-03-27,2021-05-23,2.48,14459.0,19337.44,778954.28
310900.0,Brumadinho,MG,513696.0,7596,2020-03-27,2021-05-23,1.48,40103.0,18941.23,1280941.58
310910.0,Bueno Brandão,MG,64749.0,2500,2020-03-27,2021-05-23,3.86,11001.0,22725.21,588573.77
310920.0,Buenópolis,MG,44964.0,1197,2020-03-27,2021-05-23,2.66,,,
310925.0,Bugre,MG,55468.0,1532,2020-03-27,2021-05-23,2.76,,,
310930.0,Buritis,MG,183387.0,2368,2020-03-27,2021-05-23,1.29,,,
310940.0,Buritizeiro,MG,139617.0,3550,2020-03-27,2021-05-23,2.54,,,
310945.0,Cabeceira Grande,MG,32151.0,645,2020-03-27,2021-05-23,2.01,,,
310950.0,Cabo Verde,MG,45243.0,693,2020-03-27,2021-05-23,1.53,,,
310960.0,Cachoeira da Prata,MG,34616.0,584,2020-03-27,2021-05-23,1.69,,,
310970.0,Cachoeira de Minas,MG,83633.0,981,2020-03-27,2021-05-23,1.17,,,
310980.0,Cachoeira Dourada,MG,17206.0,116,2020-03-27,2021-05-23,0.67,,,
310990.0,Caetanópolis,MG,98796.0,981,2020-03-27,2021-05-23,0.99,11624.0,8439.44,849931.18
311000.0,Caeté,MG,233255.0,6801,2020-03-27,2021-05-23,2.92,44718.0,15208.64,521613.22
311010.0,Caiana,MG,16939.0,736,2020-03-27,2021-05-23,4.35,,,
311020.0,Cajuri,MG,38820.0,125,2020-03-27,2021-05-23,0.32,3987.0,3135.19,973664.41
311030.0,Caldas,MG,83755.0,2420,2020-03-27,2021-05-23,2.89,14480.0,16712.71,578418.51
311040.0,Camacho,MG,7076.0,95,2020-03-27,2021-05-23,1.34,,,
311050.0,Camanducaia,MG,355667.0,5693,2020-03-27,2021-05-23,1.6,21770.0,26150.67,1633748.28
311060.0,Cambuí,MG,308989.0,4630,2020-03-27,2021-05-23,1.5,29551.0,15667.83,1045612.67
311070.0,Cambuquira,MG,43777.0,1568,2020-03-27,2021-05-23,3.58,12814.0,12236.62,341634.15
311080.0,Campanário,MG,19523.0,121,2020-03-27,2021-05-23,0.62,,,
311090.0,Campanha,MG,145865.0,3242,2020-03-27,2021-05-23,2.22,,,
311100.0,Campestre,MG,125080.0,2218,2020-03-27,2021-05-23,1.77,,,
311110.0,Campina Verde,MG,93309.0,3253,2020-03-27,2021-05-23,3.49,,,
311115.0,Campo Azul,MG,19870.0,0,2020-03-27,2021-05-23,0.0,,,
311120.0,Campo Belo,MG,582153.0,13396,2020-03-27,2021-05-23,2.3,54029.0,24794.09,1077482.46
311130.0,Campo do Meio,MG,69991.0,1131,2020-03-27,2021-05-23,1.62,,,
311140.0,Campo Florido,MG,86046.0,260,2020-03-27,2021-05-23,0.3,,,
311150.0,Campos Altos,MG,98101.0,2280,2020-03-27,2021-05-23,2.32,15461.0,14746.78,634506.18
311160.0,Campos Gerais,MG,125840.0,2679,2020-03-27,2021-05-23,2.13,28774.0,9310.49,437339.26
311170.0,Canaã,MG,17334.0,120,2020-03-27,2021-05-23,0.69,,,
311180.0,Canápolis,MG,146447.0,3428,2020-03-27,2021-05-23,2.34,,,
311190.0,Cana Verde,MG,47477.0,687,2020-03-27,2021-05-23,1.45,5603.0,12261.29,847349.63
311200.0,Candeias,MG,61551.0,1108,2020-03-27,2021-05-23,1.8,,,
311205.0,Cantagalo,MG,17885.0,155,2020-03-27,2021-05-23,0.87,,,
311210.0,Caparaó,MG,52040.0,949,2020-03-27,2021-05-23,1.82,,,
311220.0,Capela Nova,MG,11945.0,371,2020-03-27,2021-05-23,3.11,,,
311230.0,Capelinha,MG,173817.0,2127,2020-03-27,2021-05-23,1.22,37784.0,5629.37,460028.05
311240.0,Capetinga,MG,60532.0,918,2020-03-27,2021-05-23,1.52,,,
311250.0,Capim Branco,MG,58491.0,1147,2020-03-27,2021-05-23,1.96,,,
311260.0,Capinópolis,MG,259303.0,4109,2020-03-27,2021-05-23,1.58,16173.0,25406.54,1603307.98
311265.0,Capitão Andrade,MG,44634.0,2303,2020-03-27,2021-05-23,5.16,,,
311270.0,Capitão Enéas,MG,79368.0,1557,2020-03-27,2021-05-23,1.96,,,
311280.0,Capitólio,MG,81141.0,2951,2020-03-27,2021-05-23,3.64,8632.0,34186.75,940002.32
311290.0,Caputira,MG,65014.0,1153,2020-03-27,2021-05-23,1.77,,,
311300.0,Caraí,MG,117614.0,2228,2020-03-27,2021-05-23,1.89,,,
311310.0,Caranaíba,MG,8782.0,575,2020-03-27,2021-05-23,6.55,,,
311320.0,Carandaí,MG,133258.0,2765,2020-03-27,2021-05-23,2.07,25501.0,10842.71,522559.9
311330.0,Carangola,MG,389658.0,10816,2020-03-27,2021-05-23,2.78,33000.0,32775.76,1180781.82
311340.0,Caratinga,MG,1107798.0,33042,2020-03-27,2021-05-23,2.98,92062.0,35891.03,1203317.33
311350.0,Carbonita,MG,13489.0,64,2020-03-27,2021-05-23,0.47,,,
311360.0,Careaçu,MG,63137.0,1220,2020-03-27,2021-05-23,1.93,,,
311370.0,Carlos Chagas,MG,257382.0,2787,2020-03-27,2021-05-23,1.08,18837.0,14795.35,1366364.07
311380.0,Carmésia,MG,10177.0,0,2020-03-27,2021-05-23,0.0,,,
311390.0,Carmo da Cachoeira,MG,32803.0,388,2020-03-27,2021-05-23,1.18,12170.0,3188.17,269539.85
311400.0,Carmo da Mata,MG,47314.0,646,2020-03-27,2021-05-23,1.37,11476.0,5629.14,412286.51
311410.0,Carmo de Minas,MG,73367.0,1070,2020-03-27,2021-05-23,1.46,,,
311420.0,Carmo do Cajuru,MG,84470.0,3037,2020-03-27,2021-05-23,3.6,22478.0,13510.99,375789.66
311430.0,Carmo do Paranaíba,MG,242702.0,7023,2020-03-27,2021-05-23,2.89,,,
311440.0,Carmo do Rio Claro,MG,80073.0,3103,2020-03-27,2021-05-23,3.88,,,
311450.0,Carmópolis de Minas,MG,185150.0,3916,2020-03-27,2021-05-23,2.12,19355.0,20232.5,956600.36
311455.0,Carneirinho,MG,81077.0,1540,2020-03-27,2021-05-23,1.9,,,
311460.0,Carrancas,MG,21307.0,489,2020-03-27,2021-05-23,2.3,,,
311470.0,Carvalhópolis,MG,17847.0,372,2020-03-27,2021-05-23,2.08,,,
311480.0,Carvalhos,MG,16297.0,11,2020-03-27,2021-05-23,0.07,,,
311490.0,Casa Grande,MG,6067.0,343,2020-03-27,2021-05-23,5.65,,,
311500.0,Cascalho Rico,MG,10522.0,451,2020-03-27,2021-05-23,4.29,3075.0,14666.67,342178.86
311510.0,Cássia,MG,113506.0,2388,2020-03-27,2021-05-23,2.1,,,
311520.0,Conceição da Barra de Minas,MG,22812.0,214,2020-03-27,2021-05-23,0.94,,,
311530.0,Cataguases,MG,632051.0,19076,2020-03-27,2021-05-23,3.02,75123.0,25393.02,841354.84
311535.0,Catas Altas,MG,50672.0,945,2020-03-27,2021-05-23,1.86,,,
311540.0,Catas Altas da Noruega,MG,9804.0,286,2020-03-27,2021-05-23,2.92,,,
311545.0,Catuji,MG,74066.0,197,2020-03-27,2021-05-23,0.27,6311.0,3121.53,1173601.65
311547.0,Catuti,MG,18997.0,436,2020-03-27,2021-05-23,2.3,,,
311550.0,Caxambu,MG,119469.0,1970,2020-03-27,2021-05-23,1.65,21656.0,9096.79,551666.97
311560.0,Cedro do Abaeté,MG,1498.0,105,2020-03-27,2021-05-23,7.01,,,
311570.0,Central de Minas,MG,63644.0,2441,2020-03-27,2021-05-23,3.84,,,
311580.0,Centralina,MG,99772.0,2460,2020-03-27,2021-05-23,2.47,10350.0,23768.12,963980.68
311590.0,Chácara,MG,23700.0,575,2020-03-27,2021-05-23,2.43,,,
311600.0,Chalé,MG,84566.0,1793,2020-03-27,2021-05-23,2.12,,,
311610.0,Chapada do Norte,MG,9346.0,142,2020-03-27,2021-05-23,1.52,,,
311615.0,Chapada Gaúcha,MG,48979.0,336,2020-03-27,2021-05-23,0.69,,,
311620.0,Chiador,MG,43452.0,671,2020-03-27,2021-05-23,1.54,,,
311630.0,Cipotânea,MG,30361.0,1460,2020-03-27,2021-05-23,4.81,,,
311640.0,Claraval,MG,31775.0,227,2020-03-27,2021-05-23,0.71,,,
311650.0,Claro dos Poções,MG,37382.0,672,2020-03-27,2021-05-23,1.8,,,
311660.0,Cláudio,MG,298051.0,4035,2020-03-27,2021-05-23,1.35,28617.0,14100.01,1041517.28
311670.0,Coimbra,MG,47007.0,575,2020-03-27,2021-05-23,1.22,,,
311680.0,Coluna,MG,39064.0,578,2020-03-27,2021-05-23,1.48,,,
311690.0,Comendador Gomes,MG,56732.0,460,2020-03-27,2021-05-23,0.81,,,
311700.0,Comercinho,MG,22121.0,528,2020-03-27,2021-05-23,2.39,6929.0,7620.15,319252.42
311710.0,Conceição da Aparecida,MG,43391.0,1199,2020-03-27,2021-05-23,2.76,,,
311720.0,Conceição das Pedras,MG,15064.0,215,2020-03-27,2021-05-23,1.43,,,
311730.0,Conceição das Alagoas,MG,451966.0,11322,2020-03-27,2021-05-23,2.51,27893.0,40590.83,1620356.36
311740.0,Conceição de Ipanema,MG,36918.0,300,2020-03-27,2021-05-23,0.81,,,
311750.0,Conceição do Mato Dentro,MG,375152.0,1951,2020-03-27,2021-05-23,0.52,,,
311760.0,Conceição do Pará,MG,29840.0,1090,2020-03-27,2021-05-23,3.65,,,
311770.0,Conceição do Rio Verde,MG,50689.0,1128,2020-03-27,2021-05-23,2.23,,,
311780.0,Conceição dos Ouros,MG,77045.0,2472,2020-03-27,2021-05-23,3.21,,,
311783.0,Cônego Marinho,MG,10932.0,218,2020-03-27,2021-05-23,1.99,,,
311787.0,Confins,MG,53935.0,771,2020-03-27,2021-05-23,1.43,,,
311790.0,Congonhal,MG,101411.0,2105,2020-03-27,2021-05-23,2.08,11950.0,17615.06,848627.62
311800.0,Congonhas,MG,848970.0,8403,2020-03-27,2021-05-23,0.99,,,
311810.0,Congonhas do Norte,MG,16354.0,98,2020-03-27,2021-05-23,0.6,,,
311820.0,Conquista,MG,70195.0,1504,2020-03-27,2021-05-23,2.14,,,
311830.0,Conselheiro Lafaiete,MG,1142672.0,15356,2020-03-27,2021-05-23,1.34,128589.0,11941.92,888623.44
311840.0,Conselheiro Pena,MG,174534.0,2774,2020-03-27,2021-05-23,1.59,,,
311850.0,Consolação,MG,5280.0,209,2020-03-27,2021-05-23,3.96,,,
311860.0,Contagem,MG,4748157.0,186619,2020-03-27,2021-05-23,3.93,663855.0,28111.41,715240.08
311870.0,Coqueiral,MG,64043.0,1311,2020-03-27,2021-05-23,2.05,,,
311880.0,Coração de Jesus,MG,67979.0,973,2020-03-27,2021-05-23,1.43,,,
311890.0,Cordisburgo,MG,41897.0,1073,2020-03-27,2021-05-23,2.56,,,
311900.0,Cordislândia,MG,18604.0,174,2020-03-27,2021-05-23,0.94,,,
311910.0,Corinto,MG,148336.0,4045,2020-03-27,2021-05-23,2.73,,,
311920.0,Coroaci,MG,53575.0,957,2020-03-27,2021-05-23,1.79,,,
311930.0,Coromandel,MG,216801.0,8292,2020-03-27,2021-05-23,3.82,27974.0,29641.81,775008.94
311940.0,Coronel Fabriciano,MG,1927910.0,38992,2020-03-27,2021-05-23,2.02,109855.0,35494.06,1754958.81
311950.0,Coronel Murta,MG,15083.0,246,2020-03-27,2021-05-23,1.63,,,
311960.0,Coronel Pacheco,MG,26457.0,1073,2020-03-27,2021-05-23,4.06,,,
311970.0,Coronel Xavier Chaves,MG,23694.0,312,2020-03-27,2021-05-23,1.32,,,
311980.0,Córrego Danta,MG,9325.0,146,2020-03-27,2021-05-23,1.57,,,
311990.0,Córrego do Bom Jesus,MG,38752.0,1242,2020-03-27,2021-05-23,3.2,,,
311995.0,Córrego Fundo,MG,50676.0,385,2020-03-27,2021-05-23,0.76,,,
312000.0,Córrego Novo,MG,25862.0,1346,2020-03-27,2021-05-23,5.2,,,
312010.0,Couto de Magalhães de Minas,MG,7646.0,113,2020-03-27,2021-05-23,1.48,4410.0,2562.36,173378.68
312015.0,Crisólita,MG,24261.0,435,2020-03-27,2021-05-23,1.79,,,
312020.0,Cristais,MG,82712.0,1229,2020-03-27,2021-05-23,1.49,,,
312030.0,Cristália,MG,22353.0,92,2020-03-27,2021-05-23,0.41,,,
312040.0,Cristiano Otoni,MG,33491.0,946,2020-03-27,2021-05-23,2.82,,,
312050.0,Cristina,MG,35883.0,637,2020-03-27,2021-05-23,1.78,,,
312060.0,Crucilândia,MG,43541.0,722,2020-03-27,2021-05-23,1.66,,,
312070.0,Cruzeiro da Fortaleza,MG,20528.0,473,2020-03-27,2021-05-23,2.3,,,
312080.0,Cruzília,MG,81236.0,1945,2020-03-27,2021-05-23,2.39,,,
312083.0,Cuparaque,MG,46430.0,792,2020-03-27,2021-05-23,1.71,,,
312087.0,Curral de Dentro,MG,53284.0,796,2020-03-27,2021-05-23,1.49,,,
312090.0,Curvelo,MG,530120.0,18465,2020-03-27,2021-05-23,3.48,80129.0,23044.09,661583.2
312100.0,Datas,MG,33219.0,877,2020-03-27,2021-05-23,2.64,,,
312110.0,Delfim Moreira,MG,42431.0,1907,2020-03-27,2021-05-23,4.49,,,
312120.0,Delfinópolis,MG,23335.0,405,2020-03-27,2021-05-23,1.74,,,
312125.0,Delta,MG,159779.0,2135,2020-03-27,2021-05-23,1.34,,,
312130.0,Descoberto,MG,56092.0,609,2020-03-27,2021-05-23,1.09,,,
312140.0,Desterro de Entre Rios,MG,37214.0,812,2020-03-27,2021-05-23,2.18,,,
312150.0,Desterro do Melo,MG,10528.0,30,2020-03-27,2021-05-23,0.28,,,
312160.0,Diamantina,MG,199176.0,2862,2020-03-27,2021-05-23,1.44,,,
312170.0,Diogo de Vasconcelos,MG,11240.0,66,2020-03-27,2021-05-23,0.59,,,
312180.0,Dionísio,MG,50414.0,1009,2020-03-27,2021-05-23,2.0,7729.0,13054.73,652270.67
312190.0,Divinésia,MG,30194.0,1017,2020-03-27,2021-05-23,3.37,3417.0,29762.95,883640.62
312200.0,Divino,MG,103277.0,2851,2020-03-27,2021-05-23,2.76,19931.0,14304.35,518172.7
312210.0,Divino das Laranjeiras,MG,45398.0,790,2020-03-27,2021-05-23,1.74,,,
312220.0,Divinolândia de Minas,MG,21986.0,459,2020-03-27,2021-05-23,2.09,,,
312230.0,Divinópolis,MG,1438510.0,39808,2020-03-27,2021-05-23,2.77,238230.0,16709.9,603832.43
312235.0,Divisa Alegre,MG,33179.0,935,2020-03-27,2021-05-23,2.82,,,
312240.0,Divisa Nova,MG,45184.0,1255,2020-03-27,2021-05-23,2.78,6011.0,20878.39,751688.57
312245.0,Divisópolis,MG,47329.0,740,2020-03-27,2021-05-23,1.56,,,
312247.0,Dom Bosco,MG,32322.0,1091,2020-03-27,2021-05-23,3.38,,,
312250.0,Dom Cavati,MG,55934.0,2546,2020-03-27,2021-05-23,4.55,,,
312260.0,Dom Joaquim,MG,72037.0,237,2020-03-27,2021-05-23,0.33,,,
312270.0,Dom Silvério,MG,31315.0,973,2020-03-27,2021-05-23,3.11,,,
312280.0,Dom Viçoso,MG,15753.0,210,2020-03-27,2021-05-23,1.33,,,
312290.0,Dona Euzébia,MG,73281.0,690,2020-03-27,2021-05-23,0.94,,,
312300.0,Dores de Campos,MG,97580.0,1836,2020-03-27,2021-05-23,1.88,,,
312310.0,Dores de Guanhães,MG,25362.0,720,2020-03-27,2021-05-23,2.84,,,
312320.0,Dores do Indaiá,MG,104457.0,1415,2020-03-27,2021-05-23,1.35,,,
312330.0,Dores do Turvo,MG,16625.0,675,2020-03-27,2021-05-23,4.06,,,
312340.0,Doresópolis,MG,20631.0,241,2020-03-27,2021-05-23,1.17,,,
312350.0,Douradoquara,MG,10371.0,316,2020-03-27,2021-05-23,3.05,,,
312352.0,Durandé,MG,102921.0,903,2020-03-27,2021-05-23,0.88,,,
312360.0,Elói Mendes,MG,134727.0,2126,2020-03-27,2021-05-23,1.58,28076.0,7572.3,479865.37
312370.0,Engenheiro Caldas,MG,75101.0,3604,2020-03-27,2021-05-23,4.8,,,
312380.0,Engenheiro Navarro,MG,17510.0,356,2020-03-27,2021-05-23,2.03,,,
312385.0,Entre Folhas,MG,50213.0,1155,2020-03-27,2021-05-23,2.3,,,
312390.0,Entre Rios de Minas,MG,56722.0,1168,2020-03-27,2021-05-23,2.06,,,
312400.0,Ervália,MG,123692.0,2297,2020-03-27,2021-05-23,1.86,,,
312410.0,Esmeraldas,MG,269631.0,10825,2020-03-27,2021-05-23,4.01,70552.0,15343.29,382173.43
312420.0,Espera Feliz,MG,283439.0,5496,2020-03-27,2021-05-23,1.94,24951.0,22027.17,1135982.53
312430.0,Espinosa,MG,161954.0,5016,2020-03-27,2021-05-23,3.1,31617.0,15864.88,512237.09
312440.0,Espírito Santo do Dourado,MG,34138.0,1525,2020-03-27,2021-05-23,4.47,4692.0,32502.13,727578.86
312450.0,Estiva,MG,86333.0,1624,2020-03-27,2021-05-23,1.88,11354.0,14303.33,760375.2
312460.0,Estrela Dalva,MG,15313.0,1158,2020-03-27,2021-05-23,7.56,2343.0,49423.82,653563.81
312470.0,Estrela do Indaiá,MG,4140.0,0,2020-03-27,2021-05-23,0.0,,,
312480.0,Estrela do Sul,MG,45304.0,546,2020-03-27,2021-05-23,1.21,,,
312490.0,Eugenópolis,MG,106566.0,1948,2020-03-27,2021-05-23,1.83,,,
312500.0,Ewbank da Câmara,MG,28645.0,386,2020-03-27,2021-05-23,1.35,,,
312510.0,Extrema,MG,1185884.0,13501,2020-03-27,2021-05-23,1.14,36225.0,37269.84,3273661.84
312520.0,Fama,MG,11204.0,0,2020-03-27,2021-05-23,0.0,,,
312530.0,Faria Lemos,MG,24596.0,789,2020-03-27,2021-05-23,3.21,3241.0,24344.34,758901.57
312540.0,Felício dos Santos,MG,9246.0,365,2020-03-27,2021-05-23,3.95,,,
312550.0,São Gonçalo do Rio Preto,MG,9750.0,121,2020-03-27,2021-05-23,1.24,,,
312560.0,Felisburgo,MG,46486.0,1440,2020-03-27,2021-05-23,3.1,,,
312570.0,Felixlândia,MG,75507.0,1647,2020-03-27,2021-05-23,2.18,,,
312580.0,Fernandes Tourinho,MG,14216.0,1811,2020-03-27,2021-05-23,12.74,,,
312590.0,Ferros,MG,54602.0,900,2020-03-27,2021-05-23,1.65,9820.0,9164.97,556028.51
312595.0,Fervedouro,MG,94150.0,1691,2020-03-27,2021-05-23,1.8,11006.0,15364.35,855442.49
312600.0,Florestal,MG,42395.0,1082,2020-03-27,2021-05-23,2.55,,,
312610.0,Formiga,MG,835004.0,9343,2020-03-27,2021-05-23,1.12,67683.0,13804.06,1233698.27
312620.0,Formoso,MG,39458.0,879,2020-03-27,2021-05-23,2.23,,,
312630.0,Fortaleza de Minas,MG,12539.0,151,2020-03-27,2021-05-23,1.2,,,
312640.0,Fortuna de Minas,MG,10039.0,1,2020-03-27,2021-05-23,0.01,,,
312650.0,Francisco Badaró,MG,12882.0,95,2020-03-27,2021-05-23,0.74,,,
312660.0,Francisco Dumont,MG,13320.0,785,2020-03-27,2021-05-23,5.89,,,
312670.0,Francisco Sá,MG,113443.0,2577,2020-03-27,2021-05-23,2.27,,,
312675.0,Franciscópolis,MG,20879.0,215,2020-03-27,2021-05-23,1.03,,,
312680.0,Frei Gaspar,MG,53405.0,554,2020-03-27,2021-05-23,1.04,,,
312690.0,Frei Inocêncio,MG,109799.0,3057,2020-03-27,2021-05-23,2.78,,,
312695.0,Frei Lagonegro,MG,19995.0,394,2020-03-27,2021-05-23,1.97,,,
312700.0,Fronteira,MG,162026.0,4572,2020-03-27,2021-05-23,2.82,18103.0,25255.48,895022.92
312705.0,Fronteira dos Vales,MG,25520.0,742,2020-03-27,2021-05-23,2.91,,,
312707.0,Fruta de Leite,MG,12005.0,341,2020-03-27,2021-05-23,2.84,,,
312710.0,Frutal,MG,810171.0,23053,2020-03-27,2021-05-23,2.85,59496.0,38747.14,1361723.48
312720.0,Funilândia,MG,15149.0,345,2020-03-27,2021-05-23,2.28,,,
312730.0,Galiléia,MG,56480.0,2670,2020-03-27,2021-05-23,4.73,,,
312733.0,Gameleiras,MG,40059.0,605,2020-03-27,2021-05-23,1.51,,,
312735.0,Glaucilândia,MG,11258.0,570,2020-03-27,2021-05-23,5.06,,,
312737.0,Goiabeira,MG,23588.0,799,2020-03-27,2021-05-23,3.39,,,
312738.0,Goianá,MG,34227.0,504,2020-03-27,2021-05-23,1.47,3966.0,12708.02,863010.59
312740.0,Gonçalves,MG,23104.0,812,2020-03-27,2021-05-23,3.51,,,
312750.0,Gonzaga,MG,35601.0,1523,2020-03-27,2021-05-23,4.28,,,
312760.0,Gouveia,MG,62626.0,2134,2020-03-27,2021-05-23,3.41,,,
312770.0,Governador Valadares,MG,3946971.0,138958,2020-03-27,2021-05-23,3.52,279885.0,49648.25,1410211.69
312780.0,Grão Mogol,MG,57852.0,707,2020-03-27,2021-05-23,1.22,,,
312790.0,Grupiara,MG,6933.0,79,2020-03-27,2021-05-23,1.14,,,
312800.0,Guanhães,MG,256572.0,2627,2020-03-27,2021-05-23,1.02,,,
312810.0,Guapé,MG,61153.0,1666,2020-03-27,2021-05-23,2.72,,,
312820.0,Guaraciaba,MG,46855.0,1750,2020-03-27,2021-05-23,3.73,,,
312825.0,Guaraciama,MG,11722.0,413,2020-03-27,2021-05-23,3.52,,,
312830.0,Guaranésia,MG,167915.0,3098,2020-03-27,2021-05-23,1.84,19021.0,16287.26,882787.45
312840.0,Guarani,MG,63226.0,206,2020-03-27,2021-05-23,0.33,,,
312850.0,Guarará,MG,34087.0,564,2020-03-27,2021-05-23,1.65,,,
312860.0,Guarda-Mor,MG,52073.0,630,2020-03-27,2021-05-23,1.21,,,
312870.0,Guaxupé,MG,520683.0,8545,2020-03-27,2021-05-23,1.64,51917.0,16458.96,1002914.27
312880.0,Guidoval,MG,59085.0,882,2020-03-27,2021-05-23,1.49,,,
312890.0,Guimarânia,MG,93548.0,1486,2020-03-27,2021-05-23,1.59,8039.0,18484.89,1163677.07
312900.0,Guiricema,MG,85557.0,1959,2020-03-27,2021-05-23,2.29,,,
312910.0,Gurinhatã,MG,22655.0,279,2020-03-27,2021-05-23,1.23,,,
312920.0,Heliodora,MG,42922.0,1051,2020-03-27,2021-05-23,2.45,,,
312930.0,Iapu,MG,75244.0,3301,2020-03-27,2021-05-23,4.39,,,
312940.0,Ibertioga,MG,7587.0,177,2020-03-27,2021-05-23,2.33,,,
312950.0,Ibiá,MG,206409.0,3477,2020-03-27,2021-05-23,1.68,,,
312960.0,Ibiaí,MG,17756.0,426,2020-03-27,2021-05-23,2.4,8395.0,5074.45,211506.85
312965.0,Ibiracatu,MG,17207.0,110,2020-03-27,2021-05-23,0.64,,,
312970.0,Ibiraci,MG,81473.0,2724,2020-03-27,2021-05-23,3.34,,,
312980.0,Ibirité,MG,1266018.0,34624,2020-03-27,2021-05-23,2.73,180204.0,19213.78,702547.11
312990.0,Ibitiúra de Minas,MG,51897.0,3,2020-03-27,2021-05-23,0.01,,,
313000.0,Ibituruna,MG,12583.0,50,2020-03-27,2021-05-23,0.4,,,
313005.0,Icaraí de Minas,MG,30433.0,308,2020-03-27,2021-05-23,1.01,11990.0,2568.81,253819.85
313010.0,Igarapé,MG,310321.0,7144,2020-03-27,2021-05-23,2.3,43045.0,16596.58,720922.29
313020.0,Igaratinga,MG,43822.0,1269,2020-03-27,2021-05-23,2.9,,,
313030.0,Iguatama,MG,57076.0,759,2020-03-27,2021-05-23,1.33,,,
313040.0,Ijaci,MG,20056.0,942,2020-03-27,2021-05-23,4.7,,,
313050.0,Ilicínea,MG,65286.0,2134,2020-03-27,2021-05-23,3.27,12375.0,17244.44,527563.64
313055.0,Imbé de Minas,MG,35966.0,867,2020-03-27,2021-05-23,2.41,6903.0,12559.76,521019.85
313060.0,Inconfidentes,MG,55372.0,1923,2020-03-27,2021-05-23,3.47,,,
313065.0,Indaiabira,MG,29182.0,120,2020-03-27,2021-05-23,0.41,,,
313070.0,Indianópolis,MG,61630.0,272,2020-03-27,2021-05-23,0.44,,,
313080.0,Ingaí,MG,12119.0,998,2020-03-27,2021-05-23,8.24,,,
313090.0,Inhapim,MG,252131.0,8032,2020-03-27,2021-05-23,3.19,,,
313100.0,Inhaúma,MG,59431.0,771,2020-03-27,2021-05-23,1.3,,,
313110.0,Inimutaba,MG,43085.0,1265,2020-03-27,2021-05-23,2.94,,,
313115.0,Ipaba,MG,230189.0,6621,2020-03-27,2021-05-23,2.88,18607.0,35583.38,1237109.69
313120.0,Ipanema,MG,234068.0,4569,2020-03-27,2021-05-23,1.95,,,
313130.0,Ipatinga,MG,4746556.0,101611,2020-03-27,2021-05-23,2.14,263410.0,38575.22,1801965.0
313140.0,Ipiaçu,MG,42307.0,675,2020-03-27,2021-05-23,1.6,4221.0,15991.47,1002298.03
313150.0,Ipuiúna,MG,105961.0,2627,2020-03-27,2021-05-23,2.48,10079.0,26064.09,1051304.69
313160.0,Iraí de Minas,MG,68399.0,1433,2020-03-27,2021-05-23,2.1,,,
313170.0,Itabira,MG,2096051.0,24584,2020-03-27,2021-05-23,1.17,120060.0,20476.43,1745836.25
313180.0,Itabirinha,MG,108675.0,3074,2020-03-27,2021-05-23,2.83,,,
313190.0,Itabirito,MG,1644623.0,10391,2020-03-27,2021-05-23,0.63,51875.0,20030.84,3170357.59
313200.0,Itacambira,MG,11370.0,376,2020-03-27,2021-05-23,3.31,,,
313210.0,Itacarambi,MG,69261.0,1293,2020-03-27,2021-05-23,1.87,18153.0,7122.79,381540.24
313220.0,Itaguara,MG,178671.0,2749,2020-03-27,2021-05-23,1.54,13358.0,20579.43,1337558.02
313230.0,Itaipé,MG,45614.0,207,2020-03-27,2021-05-23,0.45,,,
313240.0,Itajubá,MG,900701.0,35189,2020-03-27,2021-05-23,3.91,96869.0,36326.38,929813.46
313250.0,Itamarandiba,MG,109622.0,1181,2020-03-27,2021-05-23,1.08,,,
313260.0,Itamarati de Minas,MG,29768.0,296,2020-03-27,2021-05-23,0.99,,,
313270.0,Itambacuri,MG,86338.0,2375,2020-03-27,2021-05-23,2.75,23211.0,10232.22,371970.19
313280.0,Itambé do Mato Dentro,MG,7904.0,502,2020-03-27,2021-05-23,6.35,,,
313290.0,Itamogi,MG,89726.0,3745,2020-03-27,2021-05-23,4.17,,,
313300.0,Itamonte,MG,182148.0,3338,2020-03-27,2021-05-23,1.83,15579.0,21426.28,1169189.29
313310.0,Itanhandu,MG,212359.0,5398,2020-03-27,2021-05-23,2.54,15331.0,35209.71,1385160.79
313320.0,Itanhomi,MG,89877.0,2551,2020-03-27,2021-05-23,2.84,,,
313330.0,Itaobim,MG,170274.0,4419,2020-03-27,2021-05-23,2.6,21062.0,20980.91,808441.74
313340.0,Itapagipe,MG,140793.0,4004,2020-03-27,2021-05-23,2.84,,,
313350.0,Itapecerica,MG,127858.0,2789,2020-03-27,2021-05-23,2.18,21762.0,12815.92,587528.72
313360.0,Itapeva,MG,229191.0,5545,2020-03-27,2021-05-23,2.42,9783.0,56679.96,2342747.62
313370.0,Itatiaiuçu,MG,133968.0,2528,2020-03-27,2021-05-23,1.89,11146.0,22680.78,1201937.91
313375.0,Itaú de Minas,MG,196457.0,2058,2020-03-27,2021-05-23,1.05,16108.0,12776.26,1219623.79
313380.0,Itaúna,MG,1060389.0,14846,2020-03-27,2021-05-23,1.4,93214.0,15926.79,1137585.56
313390.0,Itaverava,MG,8646.0,346,2020-03-27,2021-05-23,4.0,,,
