code,name,state,total_casos,total_mortes,primeirocaso,ultimoregistro,taxa_mortalidade_cidade,population,mortes_por_100k,casos_por_100k
230720.0,Jati,CE,55299.0,927,2020-03-27,2021-05-23,1.68,,,
230725.0,Jijoca de Jericoacoara,CE,362446.0,4035,2020-03-27,2021-05-23,1.11,19816.0,20362.33,1829057.33
230730.0,Juazeiro do Norte,CE,5224983.0,102986,2020-03-27,2021-05-23,1.97,274207.0,37557.76,1905488.55
230740.0,Jucás,CE,191633.0,6722,2020-03-27,2021-05-23,3.51,24833.0,27068.82,771686.87
230750.0,Lavras da Mangabeira,CE,337182.0,7016,2020-03-27,2021-05-23,2.08,31508.0,22267.36,1070147.26
230760.0,Limoeiro do Norte,CE,732835.0,16032,2020-03-27,2021-05-23,2.19,59540.0,26926.44,1230828.01
230763.0,Madalena,CE,196052.0,7894,2020-03-27,2021-05-23,4.03,19691.0,40089.38,995642.68
230765.0,Maracanaú,CE,3197691.0,107784,2020-03-27,2021-05-23,3.37,227886.0,47297.33,1403197.65
230770.0,Maranguape,CE,2029413.0,46366,2020-03-27,2021-05-23,2.28,128978.0,35948.77,1573456.71
230780.0,Marco,CE,220951.0,5701,2020-03-27,2021-05-23,2.58,27361.0,20836.23,807539.93
230790.0,Martinópole,CE,109278.0,3380,2020-03-27,2021-05-23,3.09,11233.0,30089.91,972830.05
230800.0,Massapê,CE,387196.0,20172,2020-03-27,2021-05-23,5.21,38737.0,52074.24,999550.82
230810.0,Mauriti,CE,475431.0,12827,2020-03-27,2021-05-23,2.7,47962.0,26744.09,991266.0
230820.0,Meruoca,CE,273511.0,6814,2020-03-27,2021-05-23,2.49,15057.0,45254.7,1816503.95
230830.0,Milagres,CE,296361.0,7518,2020-03-27,2021-05-23,2.54,27512.0,27326.26,1077206.31
230835.0,Milhã,CE,128916.0,3301,2020-03-27,2021-05-23,2.56,13155.0,25093.12,979977.19
230837.0,Miraíma,CE,167250.0,3477,2020-03-27,2021-05-23,2.08,13818.0,25162.83,1210377.77
230840.0,Missão Velha,CE,332562.0,4277,2020-03-27,2021-05-23,1.29,35393.0,12084.31,939626.48
230850.0,Mombaça,CE,516436.0,15601,2020-03-27,2021-05-23,3.02,43797.0,35621.16,1179158.39
230860.0,Monsenhor Tabosa,CE,240829.0,5068,2020-03-27,2021-05-23,2.1,17234.0,29406.99,1397406.29
230870.0,Morada Nova,CE,1080646.0,19427,2020-03-27,2021-05-23,1.8,61890.0,31389.56,1746075.29
230880.0,Moraújo,CE,237343.0,3278,2020-03-27,2021-05-23,1.38,8724.0,37574.51,2720575.42
230890.0,Morrinhos,CE,205363.0,4025,2020-03-27,2021-05-23,1.96,22534.0,17861.9,911347.3
230900.0,Mucambo,CE,201881.0,3610,2020-03-27,2021-05-23,1.79,14537.0,24833.18,1388739.08
230910.0,Mulungu,CE,89013.0,2591,2020-03-27,2021-05-23,2.91,10823.0,23939.76,822442.95
230920.0,Nova Olinda,CE,120028.0,2065,2020-03-27,2021-05-23,1.72,15565.0,13266.95,771140.38
230930.0,Nova Russas,CE,319472.0,7730,2020-03-27,2021-05-23,2.42,32328.0,23911.16,988220.74
230940.0,Novo Oriente,CE,185144.0,4503,2020-03-27,2021-05-23,2.43,28607.0,15740.9,647198.24
230945.0,Ocara,CE,220414.0,7544,2020-03-27,2021-05-23,3.42,25703.0,29350.66,857541.92
230950.0,Orós,CE,451415.0,13287,2020-03-27,2021-05-23,2.94,21427.0,62010.55,2106757.83
230960.0,Pacajus,CE,747493.0,20367,2020-03-27,2021-05-23,2.72,72203.0,28207.97,1035265.85
230970.0,Pacatuba,CE,868598.0,33452,2020-03-27,2021-05-23,3.85,83432.0,40094.93,1041084.96
230980.0,Pacoti,CE,137580.0,2999,2020-03-27,2021-05-23,2.18,12261.0,24459.67,1122094.45
230990.0,Pacujá,CE,120651.0,1647,2020-03-27,2021-05-23,1.37,,,
231000.0,Palhano,CE,108367.0,2501,2020-03-27,2021-05-23,2.31,9386.0,26646.07,1154559.98
231010.0,Palmácia,CE,124668.0,2731,2020-03-27,2021-05-23,2.19,13322.0,20499.92,935805.43
231020.0,Paracuru,CE,471802.0,16579,2020-03-27,2021-05-23,3.51,35076.0,47265.94,1345084.96
231025.0,Paraipaba,CE,416963.0,11931,2020-03-27,2021-05-23,2.86,32744.0,36437.21,1273402.76
231030.0,Parambu,CE,168074.0,8726,2020-03-27,2021-05-23,5.19,31521.0,27683.13,533212.78
231040.0,Paramoti,CE,95141.0,1478,2020-03-27,2021-05-23,1.55,12226.0,12088.99,778185.83
231050.0,Pedra Branca,CE,132430.0,10457,2020-03-27,2021-05-23,7.9,43258.0,24173.56,306139.9
231060.0,Penaforte,CE,44412.0,1494,2020-03-27,2021-05-23,3.36,,,
231070.0,Pentecoste,CE,432913.0,13312,2020-03-27,2021-05-23,3.07,37751.0,35262.64,1146759.03
231080.0,Pereiro,CE,207360.0,2129,2020-03-27,2021-05-23,1.03,16307.0,13055.74,1271601.15
231085.0,Pindoretama,CE,228466.0,7562,2020-03-27,2021-05-23,3.31,20567.0,36767.64,1110837.75
231090.0,Piquet Carneiro,CE,245937.0,3075,2020-03-27,2021-05-23,1.25,,,
231095.0,Pires Ferreira,CE,144864.0,1054,2020-03-27,2021-05-23,0.73,10951.0,9624.69,1322838.1
231100.0,Poranga,CE,75298.0,1421,2020-03-27,2021-05-23,1.89,12336.0,11519.13,610392.35
231110.0,Porteiras,CE,179791.0,2829,2020-03-27,2021-05-23,1.57,14996.0,18865.03,1198926.38
231120.0,Potengi,CE,62892.0,453,2020-03-27,2021-05-23,0.72,11045.0,4101.4,569416.03
231123.0,Potiretama,CE,68574.0,703,2020-03-27,2021-05-23,1.03,6419.0,10951.86,1068297.24
231126.0,Quiterianópolis,CE,217167.0,4030,2020-03-27,2021-05-23,1.86,21084.0,19114.02,1030008.54
231130.0,Quixadá,CE,1449927.0,29419,2020-03-27,2021-05-23,2.03,87728.0,33534.33,1652752.83
231135.0,Quixelô,CE,357687.0,6075,2020-03-27,2021-05-23,1.7,16178.0,37551.0,2210946.97
231140.0,Quixeramobim,CE,983122.0,34485,2020-03-27,2021-05-23,3.51,81082.0,42531.02,1212503.39
231150.0,Quixeré,CE,378677.0,4586,2020-03-27,2021-05-23,1.21,22149.0,20705.22,1709679.9
231160.0,Redenção,CE,650738.0,15343,2020-03-27,2021-05-23,2.36,29053.0,52810.38,2239830.65
231170.0,Reriutaba,CE,328682.0,6438,2020-03-27,2021-05-23,1.96,18491.0,34816.94,1777524.2
231180.0,Russas,CE,1423438.0,25897,2020-03-27,2021-05-23,1.82,78194.0,33118.91,1820392.87
231190.0,Saboeiro,CE,121045.0,2103,2020-03-27,2021-05-23,1.74,,,
231195.0,Salitre,CE,149071.0,2806,2020-03-27,2021-05-23,1.88,16554.0,16950.59,900513.47
231200.0,Santana do Acaraú,CE,389114.0,11579,2020-03-27,2021-05-23,2.98,32452.0,35680.39,1199044.74
231210.0,Santana do Cariri,CE,112503.0,4458,2020-03-27,2021-05-23,3.96,17700.0,25186.44,635610.17
231220.0,Santa Quitéria,CE,697408.0,8609,2020-03-27,2021-05-23,1.23,43703.0,19698.88,1595789.76
231230.0,São Benedito,CE,516828.0,10573,2020-03-27,2021-05-23,2.05,47903.0,22071.69,1078905.29
231240.0,São Gonçalo do Amarante,CE,1107503.0,24680,2020-03-27,2021-05-23,2.23,48422.0,50968.57,2287189.71
231250.0,São João do Jaguaribe,CE,88528.0,1282,2020-03-27,2021-05-23,1.45,7645.0,16769.13,1157985.61
231260.0,São Luís do Curu,CE,111941.0,4162,2020-03-27,2021-05-23,3.72,13000.0,32015.38,861084.62
231270.0,Senador Pompeu,CE,248116.0,5444,2020-03-27,2021-05-23,2.19,25496.0,21352.37,973156.57
231280.0,Senador Sá,CE,164076.0,1837,2020-03-27,2021-05-23,1.12,7623.0,24098.12,2152380.95
231290.0,Sobral,CE,4733500.0,121676,2020-03-27,2021-05-23,2.57,208935.0,58236.29,2265537.13
231300.0,Solonópole,CE,263279.0,5338,2020-03-27,2021-05-23,2.03,18324.0,29131.19,1436798.73
231310.0,Tabuleiro do Norte,CE,594768.0,7717,2020-03-27,2021-05-23,1.3,30697.0,25139.26,1937544.39
231320.0,Tamboril,CE,230193.0,4284,2020-03-27,2021-05-23,1.86,26251.0,16319.38,876892.31
231325.0,Tarrafas,CE,38660.0,1239,2020-03-27,2021-05-23,3.2,,,
231330.0,Tauá,CE,1051776.0,18831,2020-03-27,2021-05-23,1.79,58859.0,31993.41,1786941.67
231335.0,Tejuçuoca,CE,218416.0,4787,2020-03-27,2021-05-23,2.19,19187.0,24949.18,1138354.09
231340.0,Tianguá,CE,1435213.0,31129,2020-03-27,2021-05-23,2.17,75946.0,40988.33,1889780.9
231350.0,Trairi,CE,298745.0,16956,2020-03-27,2021-05-23,5.68,55918.0,30322.97,534255.52
231355.0,Tururu,CE,197765.0,6788,2020-03-27,2021-05-23,3.43,16271.0,41718.39,1215444.66
231360.0,Ubajara,CE,376757.0,10166,2020-03-27,2021-05-23,2.7,34792.0,29219.36,1082884.0
231370.0,Umari,CE,58034.0,1145,2020-03-27,2021-05-23,1.97,,,
231375.0,Umirim,CE,134994.0,9425,2020-03-27,2021-05-23,6.98,19825.0,47540.98,680928.12
231380.0,Uruburetama,CE,323250.0,9046,2020-03-27,2021-05-23,2.8,21850.0,41400.46,1479405.03
231390.0,Uruoca,CE,230651.0,5950,2020-03-27,2021-05-23,2.58,13840.0,42991.33,1666553.47
231395.0,Varjota,CE,383678.0,5396,2020-03-27,2021-05-23,1.41,18420.0,29294.25,2082942.45
231400.0,Várzea Alegre,CE,396101.0,11254,2020-03-27,2021-05-23,2.84,40721.0,27636.85,972719.24
231410.0,Viçosa do Ceará,CE,733473.0,21127,2020-03-27,2021-05-23,2.88,60889.0,34697.56,1204606.74
240010.0,Acari,RN,103973.0,2338,2020-03-27,2021-05-23,2.25,11136.0,20994.97,933665.59
240020.0,Açu,RN,787461.0,25380,2020-03-27,2021-05-23,3.22,58017.0,43745.8,1357293.55
240030.0,Afonso Bezerra,RN,72299.0,3260,2020-03-27,2021-05-23,4.51,11035.0,29542.37,655178.98
240040.0,Água Nova,RN,37968.0,407,2020-03-27,2021-05-23,1.07,,,
240050.0,Alexandria,RN,146342.0,2331,2020-03-27,2021-05-23,1.59,13577.0,17168.74,1077866.98
240060.0,Almino Afonso,RN,43855.0,957,2020-03-27,2021-05-23,2.18,,,
240070.0,Alto do Rodrigues,RN,231474.0,6343,2020-03-27,2021-05-23,2.74,14529.0,43657.51,1593186.04
240080.0,Angicos,RN,76751.0,2175,2020-03-27,2021-05-23,2.83,,,
240090.0,Antônio Martins,RN,39307.0,567,2020-03-27,2021-05-23,1.44,7145.0,7935.62,550132.96
240100.0,Apodi,RN,998676.0,13816,2020-03-27,2021-05-23,1.38,35845.0,38543.73,2786095.69
240110.0,Areia Branca,RN,374749.0,19842,2020-03-27,2021-05-23,5.29,27774.0,71440.92,1349279.9
240120.0,Arês,RN,125619.0,3651,2020-03-27,2021-05-23,2.91,14306.0,25520.76,878086.12
240130.0,Campo Grande,RN,53739.0,1145,2020-03-27,2021-05-23,2.13,9655.0,11859.14,556592.44
240140.0,Baía Formosa,RN,56592.0,1953,2020-03-27,2021-05-23,3.45,9271.0,21065.69,610419.59
240145.0,Baraúna,RN,195388.0,5153,2020-03-27,2021-05-23,2.64,28374.0,18160.99,688616.34
240150.0,Barcelona,RN,13323.0,863,2020-03-27,2021-05-23,6.48,3998.0,21585.79,333241.62
240160.0,Bento Fernandes,RN,14895.0,633,2020-03-27,2021-05-23,4.25,5497.0,11515.37,270965.98
240165.0,Bodó,RN,14390.0,0,2020-03-27,2021-05-23,0.0,,,
240170.0,Bom Jesus,RN,97592.0,2124,2020-03-27,2021-05-23,2.18,,,
240180.0,Brejinho,RN,132965.0,1468,2020-03-27,2021-05-23,1.1,12699.0,11559.97,1047050.95
240185.0,Caiçara do Norte,RN,48806.0,1289,2020-03-27,2021-05-23,2.64,,,
240190.0,Caiçara do Rio do Vento,RN,36630.0,873,2020-03-27,2021-05-23,2.38,,,
240200.0,Caicó,RN,1572156.0,18419,2020-03-27,2021-05-23,1.17,67952.0,27105.9,2313627.27
240210.0,Campo Redondo,RN,101204.0,1528,2020-03-27,2021-05-23,1.51,11217.0,13622.18,902237.67
240220.0,Canguaretama,RN,160495.0,6544,2020-03-27,2021-05-23,4.08,34276.0,19092.08,468243.09
240230.0,Caraúbas,RN,313361.0,3799,2020-03-27,2021-05-23,1.21,20493.0,18538.04,1529112.38
240240.0,Carnaúba dos Dantas,RN,66968.0,1562,2020-03-27,2021-05-23,2.33,8180.0,19095.35,818679.71
240250.0,Carnaubais,RN,84793.0,1925,2020-03-27,2021-05-23,2.27,10759.0,17892.0,788112.28
240260.0,Ceará-Mirim,RN,376340.0,17888,2020-03-27,2021-05-23,4.75,73497.0,24338.41,512048.11
240270.0,Cerro Corá,RN,41171.0,1136,2020-03-27,2021-05-23,2.76,11179.0,10161.91,368288.76
240280.0,Coronel Ezequiel,RN,37140.0,448,2020-03-27,2021-05-23,1.21,,,
240290.0,Coronel João Pessoa,RN,25012.0,753,2020-03-27,2021-05-23,3.01,4912.0,15329.8,509201.95
240300.0,Cruzeta,RN,183433.0,1528,2020-03-27,2021-05-23,0.83,,,
240310.0,Currais Novos,RN,453818.0,8177,2020-03-27,2021-05-23,1.8,44786.0,18257.94,1013303.26
240320.0,Doutor Severiano,RN,93828.0,2221,2020-03-27,2021-05-23,2.37,,,
240325.0,Parnamirim,RN,3695636.0,72629,2020-03-27,2021-05-23,1.97,261469.0,27777.29,1413412.68
240330.0,Encanto,RN,78576.0,2697,2020-03-27,2021-05-23,3.43,5638.0,47836.11,1393685.7
240340.0,Equador,RN,23291.0,119,2020-03-27,2021-05-23,0.51,,,
240350.0,Espírito Santo,RN,73203.0,1969,2020-03-27,2021-05-23,2.69,,,
240360.0,Extremoz,RN,355111.0,11452,2020-03-27,2021-05-23,3.22,28583.0,40065.77,1242385.33
240370.0,Felipe Guerra,RN,136694.0,2326,2020-03-27,2021-05-23,1.7,5985.0,38863.83,2283943.19
240375.0,Fernando Pedroza,RN,42884.0,338,2020-03-27,2021-05-23,0.79,3054.0,11067.45,1404191.22
240380.0,Florânia,RN,117838.0,2162,2020-03-27,2021-05-23,1.83,,,
240390.0,Francisco Dantas,RN,28610.0,146,2020-03-27,2021-05-23,0.51,,,
240400.0,Frutuoso Gomes,RN,49270.0,166,2020-03-27,2021-05-23,0.34,,,
240410.0,Galinhos,RN,46866.0,0,2020-03-27,2021-05-23,0.0,,,
240420.0,Goianinha,RN,278925.0,3875,2020-03-27,2021-05-23,1.39,26328.0,14718.17,1059423.43
240430.0,Governador Dix-Sept Rosado,RN,167013.0,2554,2020-03-27,2021-05-23,1.53,,,
240440.0,Grossos,RN,138525.0,2146,2020-03-27,2021-05-23,1.55,10383.0,20668.4,1334151.98
240450.0,Guamaré,RN,237466.0,7585,2020-03-27,2021-05-23,3.19,15659.0,48438.6,1516482.53
240460.0,Ielmo Marinho,RN,57267.0,1327,2020-03-27,2021-05-23,2.32,,,
240470.0,Ipanguaçu,RN,116988.0,4972,2020-03-27,2021-05-23,4.25,15491.0,32096.06,755199.79
240480.0,Ipueira,RN,22656.0,134,2020-03-27,2021-05-23,0.59,,,
240485.0,Itajá,RN,92257.0,1316,2020-03-27,2021-05-23,1.43,7548.0,17435.08,1222270.8
240490.0,Itaú,RN,29647.0,1205,2020-03-27,2021-05-23,4.06,,,
240500.0,Jaçanã,RN,116546.0,628,2020-03-27,2021-05-23,0.54,9133.0,6876.16,1276097.67
240510.0,Jandaíra,RN,78070.0,674,2020-03-27,2021-05-23,0.86,,,
240520.0,Janduís,RN,63101.0,1083,2020-03-27,2021-05-23,1.72,,,
240530.0,Januário Cicco,RN,28155.0,766,2020-03-27,2021-05-23,2.72,10181.0,7523.82,276544.54
240540.0,Japi,RN,19252.0,365,2020-03-27,2021-05-23,1.9,,,
240550.0,Jardim de Angicos,RN,10431.0,48,2020-03-27,2021-05-23,0.46,,,
240560.0,Jardim de Piranhas,RN,275797.0,6259,2020-03-27,2021-05-23,2.27,,,
240570.0,Jardim do Seridó,RN,172357.0,2302,2020-03-27,2021-05-23,1.34,,,
240580.0,João Câmara,RN,290651.0,4461,2020-03-27,2021-05-23,1.53,34955.0,12762.12,831500.5
240590.0,João Dias,RN,18772.0,160,2020-03-27,2021-05-23,0.85,,,
240600.0,José da Penha,RN,41818.0,524,2020-03-27,2021-05-23,1.25,,,
240610.0,Jucurutu,RN,320990.0,5107,2020-03-27,2021-05-23,1.59,,,
240615.0,Jundiá,RN,57039.0,1073,2020-03-27,2021-05-23,1.88,,,
240620.0,Lagoa d'Anta,RN,44881.0,1632,2020-03-27,2021-05-23,3.64,,,
240630.0,Lagoa de Pedras,RN,24001.0,2082,2020-03-27,2021-05-23,8.67,7544.0,27598.09,318146.87
240640.0,Lagoa de Velhos,RN,30907.0,762,2020-03-27,2021-05-23,2.47,,,
240650.0,Lagoa Nova,RN,70961.0,1281,2020-03-27,2021-05-23,1.81,,,
240660.0,Lagoa Salgada,RN,50262.0,1028,2020-03-27,2021-05-23,2.05,8245.0,12468.16,609605.82
240670.0,Lajes,RN,83652.0,703,2020-03-27,2021-05-23,0.84,11277.0,6233.93,741793.03
240680.0,Lajes Pintadas,RN,48464.0,894,2020-03-27,2021-05-23,1.84,4759.0,18785.46,1018365.2
240690.0,Lucrécia,RN,42117.0,0,2020-03-27,2021-05-23,0.0,,,
240700.0,Luís Gomes,RN,57928.0,700,2020-03-27,2021-05-23,1.21,10116.0,6919.73,572637.41
240710.0,Macaíba,RN,529711.0,28223,2020-03-27,2021-05-23,5.33,80792.0,34932.91,655647.84
240720.0,Macau,RN,150194.0,7724,2020-03-27,2021-05-23,5.14,31814.0,24278.62,472100.33
240725.0,Major Sales,RN,29626.0,1251,2020-03-27,2021-05-23,4.22,,,
240730.0,Marcelino Vieira,RN,82323.0,1647,2020-03-27,2021-05-23,2.0,,,
240740.0,Martins,RN,37107.0,90,2020-03-27,2021-05-23,0.24,,,
240750.0,Maxaranguape,RN,67854.0,944,2020-03-27,2021-05-23,1.39,12371.0,7630.75,548492.44
240760.0,Messias Targino,RN,63919.0,1327,2020-03-27,2021-05-23,2.08,,,
240770.0,Montanhas,RN,61479.0,2224,2020-03-27,2021-05-23,3.62,,,
240780.0,Monte Alegre,RN,124473.0,1319,2020-03-27,2021-05-23,1.06,22451.0,5875.02,554420.74
240790.0,Monte das Gameleiras,RN,18237.0,335,2020-03-27,2021-05-23,1.84,,,
240800.0,Mossoró,RN,3555300.0,92831,2020-03-27,2021-05-23,2.61,297378.0,31216.5,1195549.1
240810.0,Natal,RN,11751740.0,421205,2020-03-27,2021-05-23,3.58,884122.0,47641.05,1329198.91
240820.0,Nísia Floresta,RN,266798.0,4120,2020-03-27,2021-05-23,1.54,27602.0,14926.45,966589.38
240830.0,Nova Cruz,RN,197175.0,8843,2020-03-27,2021-05-23,4.48,37343.0,23680.48,528010.6
240840.0,Olho d'Água do Borges,RN,93909.0,509,2020-03-27,2021-05-23,0.54,,,
240850.0,Ouro Branco,RN,47275.0,426,2020-03-27,2021-05-23,0.9,4812.0,8852.87,982439.73
240860.0,Paraná,RN,47903.0,390,2020-03-27,2021-05-23,0.81,,,
240870.0,Paraú,RN,66780.0,1326,2020-03-27,2021-05-23,1.99,3768.0,35191.08,1772292.99
240880.0,Parazinho,RN,47966.0,958,2020-03-27,2021-05-23,2.0,,,
240890.0,Parelhas,RN,149274.0,1627,2020-03-27,2021-05-23,1.09,,,
240895.0,Rio do Fogo,RN,39859.0,1849,2020-03-27,2021-05-23,4.64,,,
240910.0,Passa e Fica,RN,113731.0,426,2020-03-27,2021-05-23,0.37,13277.0,3208.56,856601.64
240920.0,Passagem,RN,24143.0,306,2020-03-27,2021-05-23,1.27,,,
240930.0,Patu,RN,191396.0,3823,2020-03-27,2021-05-23,2.0,,,
240933.0,Santa Maria,RN,46412.0,2009,2020-03-27,2021-05-23,4.33,5551.0,36191.68,836101.6
240940.0,Pau dos Ferros,RN,457236.0,2338,2020-03-27,2021-05-23,0.51,30394.0,7692.31,1504362.7
240950.0,Pedra Grande,RN,43222.0,250,2020-03-27,2021-05-23,0.58,3237.0,7723.2,1335248.69
240960.0,Pedra Preta,RN,10562.0,0,2020-03-27,2021-05-23,0.0,,,
240970.0,Pedro Avelino,RN,28402.0,554,2020-03-27,2021-05-23,1.95,,,
240980.0,Pedro Velho,RN,63624.0,994,2020-03-27,2021-05-23,1.56,14806.0,6713.49,429717.68
240990.0,Pendências,RN,148216.0,5917,2020-03-27,2021-05-23,3.99,15129.0,39110.32,979681.41
241000.0,Pilões,RN,40361.0,281,2020-03-27,2021-05-23,0.7,3838.0,7321.52,1051615.42
241010.0,Poço Branco,RN,110132.0,2095,2020-03-27,2021-05-23,1.9,15413.0,13592.42,714539.67
241020.0,Portalegre,RN,57795.0,1032,2020-03-27,2021-05-23,1.79,7867.0,13118.09,734651.07
241025.0,Porto do Mangue,RN,45466.0,1441,2020-03-27,2021-05-23,3.17,6437.0,22386.2,706322.82
241030.0,Serra Caiada,RN,73946.0,1891,2020-03-27,2021-05-23,2.56,,,
241040.0,Pureza,RN,54501.0,994,2020-03-27,2021-05-23,1.82,,,
241050.0,Rafael Fernandes,RN,54650.0,393,2020-03-27,2021-05-23,0.72,,,
241060.0,Rafael Godeiro,RN,55014.0,88,2020-03-27,2021-05-23,0.16,,,
241070.0,Riacho da Cruz,RN,39519.0,1019,2020-03-27,2021-05-23,2.58,3579.0,28471.64,1104191.11
241080.0,Riacho de Santana,RN,21492.0,19,2020-03-27,2021-05-23,0.09,,,
241090.0,Riachuelo,RN,83241.0,1720,2020-03-27,2021-05-23,2.07,8128.0,21161.42,1024126.48
241100.0,Rodolfo Fernandes,RN,48473.0,1145,2020-03-27,2021-05-23,2.36,,,
241105.0,Tibau,RN,69486.0,1765,2020-03-27,2021-05-23,2.54,4106.0,42985.87,1692303.95
241110.0,Ruy Barbosa,RN,23139.0,296,2020-03-27,2021-05-23,1.28,,,
241120.0,Santa Cruz,RN,443657.0,7757,2020-03-27,2021-05-23,1.75,39674.0,19551.85,1118256.29
241140.0,Santana do Matos,RN,60285.0,1029,2020-03-27,2021-05-23,1.71,12791.0,8044.72,471307.95
241142.0,Santana do Seridó,RN,24930.0,124,2020-03-27,2021-05-23,0.5,,,
241150.0,Santo Antônio,RN,197226.0,6600,2020-03-27,2021-05-23,3.35,24136.0,27345.04,817144.51
241160.0,São Bento do Norte,RN,30599.0,92,2020-03-27,2021-05-23,0.3,,,
241170.0,São Bento do Trairí,RN,24616.0,600,2020-03-27,2021-05-23,2.44,,,
241180.0,São Fernando,RN,45818.0,1108,2020-03-27,2021-05-23,2.42,,,
241190.0,São Francisco do Oeste,RN,44686.0,646,2020-03-27,2021-05-23,1.45,,,
241200.0,São Gonçalo do Amarante,RN,1104920.0,32781,2020-03-27,2021-05-23,2.97,102400.0,32012.7,1079023.44
241210.0,São João do Sabugi,RN,69499.0,1546,2020-03-27,2021-05-23,2.22,,,
241220.0,São José de Mipibu,RN,548244.0,8206,2020-03-27,2021-05-23,1.5,43899.0,18692.91,1248875.83
241230.0,São José do Campestre,RN,133854.0,4102,2020-03-27,2021-05-23,3.06,,,
241240.0,São José do Seridó,RN,62244.0,3,2020-03-27,2021-05-23,0.0,,,
241250.0,São Miguel,RN,259086.0,3010,2020-03-27,2021-05-23,1.16,23519.0,12798.16,1101602.96
241255.0,São Miguel do Gostoso,RN,75531.0,3549,2020-03-27,2021-05-23,4.7,,,
241260.0,São Paulo do Potengi,RN,135132.0,6426,2020-03-27,2021-05-23,4.76,17579.0,36554.98,768712.67
241270.0,São Pedro,RN,59800.0,1809,2020-03-27,2021-05-23,3.03,5971.0,30296.43,1001507.29
241280.0,São Rafael,RN,95371.0,2367,2020-03-27,2021-05-23,2.48,8202.0,28858.81,1162777.37
241290.0,São Tomé,RN,103417.0,2103,2020-03-27,2021-05-23,2.03,11055.0,19023.07,935477.16
241300.0,São Vicente,RN,63619.0,172,2020-03-27,2021-05-23,0.27,6424.0,2677.46,990333.13
241310.0,Senador Elói de Souza,RN,27171.0,341,2020-03-27,2021-05-23,1.26,6086.0,5603.02,446450.87
241320.0,Senador Georgino Avelino,RN,21319.0,886,2020-03-27,2021-05-23,4.16,4440.0,19954.95,480157.66
241330.0,Serra de São Bento,RN,20966.0,244,2020-03-27,2021-05-23,1.16,5762.0,4234.64,363866.71
241335.0,Serra do Mel,RN,76745.0,2935,2020-03-27,2021-05-23,3.82,11938.0,24585.36,642863.13
241340.0,Serra Negra do Norte,RN,114677.0,2462,2020-03-27,2021-05-23,2.15,8078.0,30477.84,1419621.19
241350.0,Serrinha,RN,31588.0,674,2020-03-27,2021-05-23,2.13,,,
241355.0,Serrinha dos Pintos,RN,54343.0,181,2020-03-27,2021-05-23,0.33,,,
241360.0,Severiano Melo,RN,61486.0,1683,2020-03-27,2021-05-23,2.74,,,
241370.0,Sítio Novo,RN,21360.0,937,2020-03-27,2021-05-23,4.39,,,
241380.0,Taboleiro Grande,RN,21446.0,951,2020-03-27,2021-05-23,4.43,2566.0,37061.57,835775.53
241390.0,Taipu,RN,73525.0,2125,2020-03-27,2021-05-23,2.89,12279.0,17305.97,598786.55
241400.0,Tangará,RN,53316.0,1972,2020-03-27,2021-05-23,3.7,,,
241410.0,Tenente Ananias,RN,118621.0,2634,2020-03-27,2021-05-23,2.22,10786.0,24420.55,1099768.22
241415.0,Tenente Laurentino Cruz,RN,56802.0,146,2020-03-27,2021-05-23,0.26,,,
241420.0,Tibau do Sul,RN,227092.0,1597,2020-03-27,2021-05-23,0.7,,,
241430.0,Timbaúba dos Batistas,RN,31464.0,69,2020-03-27,2021-05-23,0.22,,,
241440.0,Touros,RN,176212.0,7138,2020-03-27,2021-05-23,4.05,33287.0,21443.81,529371.83
241445.0,Triunfo Potiguar,RN,33974.0,593,2020-03-27,2021-05-23,1.75,,,
241450.0,Umarizal,RN,136960.0,2776,2020-03-27,2021-05-23,2.03,,,
241460.0,Upanema,RN,131452.0,3058,2020-03-27,2021-05-23,2.33,14659.0,20860.9,896732.38
241470.0,Várzea,RN,42656.0,1948,2020-03-27,2021-05-23,4.57,,,
241475.0,Venha-Ver,RN,10442.0,1001,2020-03-27,2021-05-23,9.59,,,
241480.0,Vera Cruz,RN,78884.0,2766,2020-03-27,2021-05-23,3.51,,,
241490.0,Viçosa,RN,39034.0,310,2020-03-27,2021-05-23,0.79,,,
241500.0,Vila Flor,RN,39768.0,0,2020-03-27,2021-05-23,0.0,,,
250010.0,Água Branca,PB,115534.0,1774,2020-03-27,2021-05-23,1.54,,,
250020.0,Aguiar,PB,30819.0,282,2020-03-27,2021-05-23,0.92,,,
250030.0,Alagoa Grande,PB,556840.0,10161,2020-03-27,2021-05-23,1.82,28496.0,35657.64,1954098.82
250040.0,Alagoa Nova,PB,153802.0,3424,2020-03-27,2021-05-23,2.23,20849.0,16422.85,737694.85
250050.0,Alagoinha,PB,366075.0,4445,2020-03-27,2021-05-23,1.21,14489.0,30678.45,2526571.88
250053.0,Alcantil,PB,39473.0,464,2020-03-27,2021-05-23,1.18,,,
250057.0,Algodão de Jandaíra,PB,14625.0,10,2020-03-27,2021-05-23,0.07,,,
250060.0,Alhandra,PB,285613.0,6680,2020-03-27,2021-05-23,2.34,19588.0,34102.51,1458101.9
250070.0,São João do Rio do Peixe,PB,160534.0,2834,2020-03-27,2021-05-23,1.77,18034.0,15714.76,890174.12
250073.0,Amparo,PB,17857.0,331,2020-03-27,2021-05-23,1.85,,,
